,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,Cluster
5849,M,No,36,No,Artista,10-20annos,Bajo,1,1988,Millennials,24100,Almeria,"1,031",30,1,282,0,0
5850,F,Si,94,Si,Servicios,+20annos,Bajo,1,1930,Generacion Silenciosa,109347,Navarra,"1,15",50,1,182,0,3
5851,M,Si,63,Si,Otros,+20annos,Bajo,1,1961,Generacion X,41189,Lugo,"0,935",50,0,397,3,4
5852,M,Si,47,Si,Artista,+20annos,Alto,2,1977,Generacion X,91986,Avila,"0,935",50,0,192,0,1
5853,F,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,20008,Navarra,"2,651",30,0,34,0,0
5854,M,Si,96,No,Artista,+20annos,Bajo,1,1928,Generacion Silenciosa,92194,Sevilla,"1,287",120,0,408,3,1
5855,M,Si,44,Si,Artista,+20annos,Medio,2,1980,Generacion X,107259,Malaga,"0,709",50,0,344,"0,5",3
5856,M,Si,28,Si,Otros,<10annos,Bajo,2,1996,Millennials,21908,Avila,"1,236",30,1,197,0,0
5858,F,Si,53,Si,Artista,+20annos,Alto,3,1971,Generacion X,21642,Guipuzcoa,"1,658",30,1,278,0,0
5859,F,Si,62,Si,Otros,+20annos,Medio,2,1962,Generacion X,54366,Madrid,"1,209",50,1,197,0,4
5860,F,No,35,No,Otros,10-20annos,Bajo,3,1989,Millennials,23677,Cadiz,"1,56",30,1,176,0,0
5861,F,No,42,Si,Artista,+20annos,Bajo,7,1982,Millennials,27861,Soria,"1,031",30,0,323,"0,5",0
5862,F,No,34,No,Medico,10-20annos,Bajo,2,1990,Millennials,23215,Badajoz,"1,744",30,0,397,3,0
5863,F,Si,40,No,Ejecutivo,10-20annos,Medio,5,1984,Millennials,81673,LLeida,"1,974",30,0,268,0,2
5864,M,No,41,Si,Funcionario,10-20annos,Bajo,2,1983,Millennials,106408,Cadiz,"1,767",50,0,363,"0,5",1
5865,F,Si,44,Si,Medico,+20annos,Bajo,2,1980,Generacion X,34742,Granada,"0,778",30,0,566,4,0
5866,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,15669,LLeida,"1,167",30,0,93,0,0
5867,F,No,29,No,Funcionario,<10annos,Bajo,6,1995,Millennials,28523,La Coruña,"2,099",30,1,134,0,0
5868,F,No,25,No,Funcionario,<10annos,Bajo,2,1999,Generacion Z,23493,Tarragona,"13,395",30,0,356,"0,5",0
5869,M,No,30,Si,Funcionario,<10annos,Bajo,2,1994,Millennials,25362,Huesca,"0,778",30,0,428,3,0
5870,F,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,21501,Zaragoza,"2,478",30,0,275,0,0
5871,M,Si,52,No,Artista,+20annos,Medio,4,1972,Generacion X,100076,Soria,"0,759",30,0,285,0,1
5872,M,Si,55,No,Otros,+20annos,Medio,3,1969,Generacion X,30490,Burgos,"1,013",30,0,449,3,0
5873,M,No,41,Si,Medico,10-20annos,Bajo,3,1983,Millennials,106687,Leon,"1,215",30,0,506,4,1
5874,F,Si,54,Si,Artista,+20annos,Medio,2,1970,Generacion X,113191,Murcia,"1,658",50,0,365,0,3
5875,M,Si,32,Si,Funcionario,10-20annos,Bajo,3,1992,Millennials,19166,Sevilla,"1,399",30,0,598,4,0
5876,M,Si,41,Si,Ejecutivo,10-20annos,Alto,3,1983,Millennials,121832,Murcia,"1,997",200,0,201,0,3
5877,F,Si,64,Si,Artista,+20annos,Bajo,1,1960,Generacion X,69844,Teruel,"1,443",50,0,106,0,2
5878,M,Si,65,No,Ingeniero,+20annos,Medio,3,1959,Generacion X,67106,La Rioja,"1,033",30,0,45,0,2
5879,M,No,23,No,Negocios/empresa,<10annos,Bajo,5,2001,Generacion Z,15965,Ciudad Real,"2,754",30,0,521,4,0
5880,F,Si,46,Si,Artista,+20annos,Medio,4,1978,Generacion X,83553,Cadiz,"1,619",80,1,352,"0,5",2
5881,M,No,32,No,Funcionario,10-20annos,Bajo,6,1992,Millennials,22765,Malaga,"0,847",30,0,383,3,0
5882,M,No,36,Si,Funcionario,10-20annos,Bajo,5,1988,Millennials,27096,Navarra,"1,008",30,1,155,0,0
5883,F,No,42,Si,Medico,+20annos,Bajo,2,1982,Millennials,61375,Huelva,"1,353",50,1,304,"0,5",2
5884,M,Si,41,Si,Artista,10-20annos,Bajo,3,1983,Millennials,55142,Castellon,"1,974",30,0,253,0,4
5885,M,Si,66,Si,Otros,+20annos,Medio,3,1958,Generacion X,119495,Caceres,"1,482",80,1,205,0,3
5886,M,Si,61,Si,Medico,+20annos,Bajo,1,1963,Generacion X,85917,Sevilla,"1,404",50,0,447,1,1
5887,M,Si,55,Si,Artista,+20annos,Medio,2,1969,Generacion X,116070,Cadiz,"1,639",50,1,369,3,3
5888,M,No,40,Si,Artista,10-20annos,Bajo,3,1984,Millennials,123892,Tarragona,"1,813",200,1,349,"0,5",3
5889,M,No,52,Si,Artista,+20annos,Bajo,2,1972,Generacion X,129183,Malaga,"0,7",50,1,231,0,3
5890,M,Si,57,Si,Artista,+20annos,Medio,2,1967,Generacion X,30488,Huelva,"1,209",30,1,392,3,0
5891,F,Si,46,No,Ejecutivo,+20annos,Medio,5,1978,Generacion X,51280,Navarra,"1,346",30,0,536,4,4
5892,M,No,35,No,Funcionario,10-20annos,Bajo,3,1989,Millennials,19875,Toledo,"0,663",30,0,555,4,0
5893,F,No,36,Si,Ingeniero,10-20annos,Bajo,2,1988,Millennials,28851,Santa Cruz de Tenerife,"1,146",30,0,481,3,0
5894,F,No,28,No,Artista,<10annos,Bajo,1,1996,Millennials,23077,Granada,"2,478",30,0,571,4,0
5895,M,Si,75,Si,Otros,+20annos,Medio,2,1949,Generacion X,73641,LLeida,"0,759",50,0,267,0,2
5896,M,Si,40,Si,Otros,10-20annos,Medio,2,1984,Millennials,54565,Vizcaya,"1,376",50,0,303,"0,5",4
5897,M,Si,56,Si,Artista,+20annos,Medio,4,1968,Generacion X,53161,Ciudad Real,"0,603",30,0,397,3,4
5898,F,Si,52,No,Ingeniero,+20annos,Medio,5,1972,Generacion X,38130,Teruel,"1,346",30,1,312,"0,5",4
5899,M,Si,68,Si,Artista,+20annos,Alto,2,1956,Generacion X,123937,Valladolid,"0,564",50,1,159,0,3
5900,M,No,35,Si,Medico,10-20annos,Bajo,5,1989,Millennials,21252,Alicante,"1,284",30,0,70,0,0
5901,F,Si,73,No,Artista,+20annos,Medio,2,1951,Generacion X,59887,Teruel,"1,737",30,0,61,0,4
5902,F,Si,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,128222,Huesca,"1,619",50,0,111,0,3
5903,M,Si,77,Si,Servicios,+20annos,Medio,2,1947,Generacion X,94503,Madrid,"1,58",50,0,206,0,1
5904,F,Si,66,Si,Artista,+20annos,Alto,2,1958,Generacion X,64132,Tarragona,"1,658",50,1,316,"0,5",2
5905,M,No,50,No,Artista,+20annos,Bajo,1,1974,Generacion X,92729,Santa Cruz de Tenerife,"1,287",120,1,261,0,1
5906,F,Si,53,Si,Construccion,+20annos,Bajo,2,1971,Generacion X,116963,Valladolid,"1,228",50,0,226,0,3
5907,M,Si,84,Si,Servicios,+20annos,Bajo,2,1940,Generacion Silenciosa,128746,Pontevedra,"1,248",50,1,122,0,3
5908,M,Si,58,Si,Ingeniero,+20annos,Bajo,3,1966,Generacion X,104228,Teruel,"1,463",80,0,538,1,1
5909,M,Si,91,No,Ejecutivo,+20annos,Alto,3,1933,Generacion Silenciosa,38282,Valladolid,"1,385",30,0,267,0,4
5910,F,Si,87,Si,Servicios,+20annos,Alto,2,1937,Generacion Silenciosa,27127,Valencia,"1,737",30,0,138,0,0
5911,F,Si,54,Si,Ingeniero,+20annos,Bajo,1,1970,Generacion X,21534,Cadiz,"0,583",30,0,118,0,0
5912,F,Si,84,Si,Servicios,+20annos,Alto,2,1940,Generacion Silenciosa,122491,Toledo,"15,215",50,0,382,1,3
5913,M,Si,41,No,Ingeniero,10-20annos,Medio,5,1983,Millennials,55943,Segovia,"1,721",30,0,412,3,4
5914,F,Si,41,Si,Artista,10-20annos,Medio,6,1983,Millennials,96472,Guadalajara,"1,675",30,0,559,4,1
5915,F,Si,39,No,Artista,10-20annos,Bajo,2,1985,Millennials,23802,Cuenca,"0,824",30,1,238,0,0
5916,F,Si,34,No,Construccion,10-20annos,Medio,2,1990,Millennials,19351,Malaga,"0,916",30,1,381,3,0
5917,M,No,23,No,Negocios/empresa,<10annos,Bajo,5,2001,Generacion Z,17313,Guadalajara,"2,547",30,1,367,3,0
5918,M,No,78,Si,Otros,+20annos,Bajo,2,1946,Generacion X,101603,Valencia,"1,717",50,0,393,1,1
5919,F,No,30,No,Ingeniero,<10annos,Bajo,4,1994,Millennials,29465,Cuenca,"1,882",30,0,375,3,0
5920,M,Si,57,No,Construccion,+20annos,Medio,4,1967,Generacion X,110713,Navarra,"1,443",30,0,182,0,3
5921,M,Si,79,No,Ingeniero,+20annos,Alto,1,1945,Generacion Silenciosa,29337,La Rioja,"15,215",30,0,293,0,0
5922,M,Si,47,Si,Artista,+20annos,Medio,4,1977,Generacion X,124936,Cuenca,"0,779",80,0,140,0,3
5923,M,Si,51,Si,Artista,+20annos,Bajo,2,1973,Generacion X,35412,Orense,"0,7",50,1,316,"0,5",0
5924,M,Si,97,No,Servicios,+20annos,Bajo,1,1927,Generacion Silenciosa,37098,Ceuta,"0,564",30,1,237,0,4
5925,M,No,32,No,Funcionario,10-20annos,Bajo,6,1992,Millennials,18902,LLeida,"0,801",30,0,269,0,0
5926,M,No,30,No,Ingeniero,<10annos,Bajo,5,1994,Millennials,22399,La Coruña,"1,468",30,1,184,0,0
5927,M,Si,61,Si,Servicios,+20annos,Bajo,4,1963,Generacion X,125604,Malaga,"1,404",80,1,279,0,3
5928,F,Si,53,No,Artista,+20annos,Medio,3,1971,Generacion X,36512,Sevilla,"1,58",30,0,38,0,0
5929,M,No,22,No,Funcionario,<10annos,Bajo,5,2002,Generacion Z,14527,Toledo,"1,305",30,1,376,3,0
5930,M,No,42,Si,Otros,+20annos,Bajo,1,1982,Millennials,125727,Avila,"0,663",50,0,258,0,3
5932,F,No,32,No,Construccion,10-20annos,Bajo,6,1992,Millennials,24164,Navarra,"1,261",30,0,505,4,0
5933,F,Si,53,Si,Medico,+20annos,Medio,4,1971,Generacion X,89980,Pontevedra,"0,876",80,0,460,3,1
5934,F,No,72,Si,Servicios,+20annos,Bajo,1,1952,Generacion X,68242,Guadalajara,"1,404",50,1,148,0,2
5935,M,Si,56,No,Ingeniero,+20annos,Medio,7,1968,Generacion X,111587,Santa Cruz de Tenerife,"1,6",30,0,290,0,3
5936,F,No,23,No,Funcionario,<10annos,Bajo,5,2001,Generacion Z,17789,LLeida,"2,582",30,0,149,0,0
5937,F,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,36723,Castellon,"0,7",50,0,208,0,4
5938,M,Si,62,No,Negocios/empresa,+20annos,Medio,3,1962,Generacion X,84063,Orense,"0,994",30,0,443,3,1
5939,F,Si,95,Si,Servicios,+20annos,Alto,2,1929,Generacion Silenciosa,122525,Badajoz,"0,935",50,0,197,0,3
5940,M,Si,65,Si,Artista,+20annos,Medio,4,1959,Generacion X,34972,Baleares,"0,798",30,0,138,0,0
5941,M,Si,95,Si,Ejecutivo,+20annos,Alto,2,1929,Generacion Silenciosa,90358,Gerona,"1,209",50,0,156,0,1
5942,M,Si,65,Si,Artista,+20annos,Alto,2,1959,Generacion X,33850,Cadiz,"1,58",30,0,425,1,0
5943,M,Si,42,Si,Medico,+20annos,Medio,2,1982,Millennials,60533,Caceres,"1,169",50,0,419,3,2
5944,F,No,34,Si,Negocios/empresa,10-20annos,Bajo,1,1990,Millennials,31921,Zaragoza,"1,698",30,1,391,3,0
5945,F,No,50,Si,Artista,+20annos,Bajo,1,1974,Generacion X,110139,Badajoz,"0,681",50,0,222,0,3
5946,F,Si,53,Si,Artista,+20annos,Bajo,2,1971,Generacion X,81136,Melilla,"0,798",50,1,364,"0,5",2
5947,F,No,36,No,Ingeniero,10-20annos,Bajo,4,1988,Millennials,25783,La Rioja,"2,043",30,0,219,0,0
5948,M,Si,42,Si,Otros,+20annos,Medio,3,1982,Millennials,120774,Zamora,"0,962",200,0,529,4,3
5949,F,Si,54,Si,Artista,+20annos,Medio,4,1970,Generacion X,75257,Burgos,"1,052",80,1,272,0,2
5950,F,Si,53,Si,Artista,+20annos,Medio,2,1971,Generacion X,111217,Guipuzcoa,"1,717",50,1,234,0,3
5951,M,Si,41,Si,Artista,10-20annos,Medio,3,1983,Millennials,116882,Baleares,"1,146",30,0,380,3,3
5952,M,No,31,Si,Funcionario,<10annos,Bajo,4,1993,Millennials,29456,Ceuta,"1,445",30,0,564,4,0
5953,F,Si,36,Si,Medico,10-20annos,Medio,2,1988,Millennials,29936,Soria,"1,698",30,0,72,0,0
5954,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,18651,Cuenca,"2,409",30,1,206,0,0
5955,M,Si,30,No,Otros,<10annos,Bajo,1,1994,Millennials,20819,LLeida,"1,468",30,1,390,3,0
5956,M,Si,43,Si,Artista,+20annos,Medio,4,1981,Millennials,90640,Vizcaya,"2,066",30,0,355,"0,5",1
5957,F,Si,96,No,Servicios,+20annos,Bajo,1,1928,Generacion Silenciosa,115983,Leon,"1,658",120,1,350,"0,5",3
5958,M,No,33,Si,Funcionario,10-20annos,Bajo,4,1991,Millennials,30114,Albacete,"0,824",30,0,403,3,0
5960,F,Si,56,Si,Artista,+20annos,Alto,5,1968,Generacion X,85996,Lugo,"1,463",30,0,586,1,1
5961,M,Si,51,Si,Ejecutivo,+20annos,Alto,5,1973,Generacion X,77792,Valladolid,"0,779",30,1,217,0,2
5962,F,No,61,No,Otros,+20annos,Bajo,1,1963,Generacion X,90624,Ceuta,"1,091",120,1,377,3,1
5963,M,No,43,No,Otros,+20annos,Bajo,4,1981,Millennials,108663,Zamora,"1,261",30,0,95,0,3
5964,M,Si,69,Si,Artista,+20annos,Medio,4,1955,Generacion X,96181,Valladolid,"0,994",80,0,520,4,1
5965,M,Si,92,Si,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,68299,Barcelona,"0,642",50,0,396,3,2
5966,M,Si,45,Si,Ejecutivo,+20annos,Alto,2,1979,Generacion X,53610,Palencia,"2,02",50,0,423,1,4
5967,M,No,31,Si,Artista,<10annos,Bajo,1,1993,Millennials,18984,Pontevedra,"1,997",30,0,226,0,0
5968,M,No,30,Si,Funcionario,<10annos,Bajo,4,1994,Millennials,29813,Teruel,"1,928",30,1,261,0,0
5969,M,No,39,Si,Medico,10-20annos,Bajo,1,1985,Millennials,31380,Baleares,"1,859",30,0,398,1,0
5970,F,Si,52,Si,Artista,+20annos,Bajo,2,1972,Generacion X,84111,Murcia,"0,7",50,1,325,"0,5",1
5971,F,No,56,Si,Artista,+20annos,Bajo,1,1968,Generacion X,32060,Barcelona,"1,639",30,0,237,0,0
5972,F,Si,35,Si,Artista,10-20annos,Bajo,3,1989,Millennials,24065,Valencia,"0,985",30,0,68,0,0
5973,M,Si,34,Si,Ingeniero,10-20annos,Bajo,2,1990,Millennials,19515,Gerona,"1,376",30,0,352,"0,5",0
5974,F,No,42,Si,Funcionario,+20annos,Bajo,4,1982,Millennials,24686,Cuenca,"1,146",30,1,299,0,0
5975,M,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,13807,Leon,"11,325",30,0,93,0,0
5976,M,No,34,Si,Medico,10-20annos,Bajo,6,1990,Millennials,20193,Melilla,"1,238",30,1,217,0,0
5977,M,Si,61,Si,Otros,+20annos,Bajo,2,1963,Generacion X,25557,Malaga,"1,346",30,0,599,1,0
5978,M,No,21,No,Funcionario,<10annos,Bajo,1,2003,Generacion Z,16099,Valencia,"2,099",30,1,180,0,0
5979,M,No,91,Si,Servicios,+20annos,Bajo,1,1933,Generacion Silenciosa,109198,Almeria,"0,994",50,0,466,3,3
5980,M,Si,45,Si,Medico,+20annos,Bajo,2,1979,Generacion X,26191,Sevilla,"1,974",30,1,277,0,0
5981,F,Si,42,Si,Artista,+20annos,Medio,2,1982,Millennials,55610,Cordoba,"1,675",50,1,166,0,4
5982,M,Si,67,Si,Ejecutivo,+20annos,Alto,2,1957,Generacion X,56573,Valladolid,"1,678",50,0,550,1,4
5983,F,Si,53,Si,Construccion,+20annos,Bajo,1,1971,Generacion X,29790,Soria,"1,756",30,0,398,1,0
5984,M,Si,44,Si,Medico,+20annos,Medio,2,1980,Generacion X,37769,Las Palmas,"1,422",50,0,166,0,4
5985,F,No,52,Si,Artista,+20annos,Bajo,1,1972,Generacion X,103991,Valladolid,"0,72",50,1,304,"0,5",1
5986,M,Si,58,Si,Ejecutivo,+20annos,Alto,4,1966,Generacion X,116295,Vizcaya,"1,756",80,0,496,1,3
5987,M,No,32,No,Medico,10-20annos,Bajo,4,1992,Millennials,29156,La Coruña,"1,284",30,1,376,3,0
5988,M,Si,79,No,Artista,+20annos,Bajo,1,1945,Generacion Silenciosa,60729,Badajoz,"1,658",30,1,250,0,2
5989,F,Si,55,Si,Artista,+20annos,Medio,4,1969,Generacion X,99788,Vizcaya,"0,7",80,0,557,4,1
5990,M,Si,69,Si,Otros,+20annos,Bajo,1,1955,Generacion X,58564,Madrid,"1,209",50,1,210,0,4
5991,M,Si,46,Si,Artista,+20annos,Medio,2,1978,Generacion X,40349,Ceuta,"15,215",50,0,507,4,4
5992,M,Si,44,No,Otros,+20annos,Medio,3,1980,Generacion X,128548,La Coruña,"1,905",200,0,279,0,3
5993,F,Si,69,Si,Artista,+20annos,Medio,5,1955,Generacion X,70657,Burgos,"1,658",30,0,365,0,2
5994,M,No,28,Si,Artista,<10annos,Bajo,3,1996,Millennials,30889,Guipuzcoa,"2,03",30,1,199,0,0
5995,M,Si,54,Si,Ejecutivo,+20annos,Alto,4,1970,Generacion X,82129,Madrid,"1,365",80,0,415,1,2
5996,F,No,31,No,Funcionario,<10annos,Bajo,6,1993,Millennials,25769,Castellon,"1,882",30,0,344,"0,5",0
5997,F,Si,76,Si,Artista,+20annos,Alto,2,1948,Generacion X,94456,Vizcaya,"0,837",50,1,231,0,1
5998,M,No,34,No,Funcionario,10-20annos,Bajo,5,1990,Millennials,19211,Caceres,"1,905",30,1,182,0,0
5999,F,Si,40,Si,Artista,10-20annos,Medio,5,1984,Millennials,126089,Tarragona,"1,33",200,0,486,3,3
6000,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,21710,Zamora,"2,582",30,0,105,0,0
6001,F,Si,40,Si,Artista,10-20annos,Medio,2,1984,Millennials,24310,Teruel,"1,767",30,0,119,0,0
6002,F,No,45,Si,Funcionario,+20annos,Bajo,1,1979,Generacion X,52055,La Rioja,"1,767",50,0,183,0,4
6003,F,No,34,Si,Artista,10-20annos,Bajo,2,1990,Millennials,28403,Avila,"1,836",30,0,529,4,0
6004,M,Si,56,Si,Ejecutivo,+20annos,Alto,4,1968,Generacion X,49539,Las Palmas,"1,365",30,0,454,1,4
6005,M,Si,61,Si,Artista,+20annos,Bajo,3,1963,Generacion X,96450,La Rioja,"0,935",80,1,384,3,1
6006,M,Si,34,Si,Artista,10-20annos,Medio,2,1990,Millennials,24596,Ceuta,"0,824",30,0,331,"0,5",0
6007,F,Si,67,No,Ingeniero,+20annos,Medio,2,1957,Generacion X,94789,Madrid,"1,052",120,0,213,0,1
6008,M,No,34,Si,Artista,10-20annos,Bajo,3,1990,Millennials,23586,Valladolid,"1,33",30,0,133,0,0
6009,F,Si,61,Si,Artista,+20annos,Alto,4,1963,Generacion X,88264,Salamanca,"1,482",80,0,112,0,1
6010,F,No,36,Si,Artista,10-20annos,Bajo,5,1988,Millennials,23266,Navarra,"1,008",30,0,130,0,0
6011,F,Si,55,Si,Artista,+20annos,Medio,5,1969,Generacion X,119258,La Coruña,"1,072",30,0,418,3,3
6012,M,Si,78,No,Otros,+20annos,Bajo,2,1946,Generacion X,104804,Orense,"1,072",120,1,183,0,1
6013,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,18442,Tarragona,"2,444",30,1,173,0,0
6014,F,Si,80,Si,Servicios,+20annos,Alto,2,1944,Generacion Silenciosa,52617,Orense,"1,326",50,0,589,1,4
6015,F,Si,64,No,Servicios,+20annos,Alto,4,1960,Generacion X,45266,Jaen,"0,642",30,1,180,0,4
6016,M,Si,72,Si,Artista,+20annos,Alto,2,1952,Generacion X,38717,Pontevedra,"1,424",50,0,284,0,4
6017,F,Si,83,Si,Artista,+20annos,Alto,2,1941,Generacion Silenciosa,75554,Guadalajara,"1,287",50,1,283,0,2
6018,F,No,68,Si,Ingeniero,+20annos,Bajo,1,1956,Generacion X,100163,Badajoz,"1,541",50,0,178,0,1
6019,F,No,42,Si,Funcionario,+20annos,Bajo,5,1982,Millennials,107033,Teruel,"1,859",30,0,222,0,1
6020,F,No,30,Si,Construccion,<10annos,Bajo,7,1994,Millennials,25202,La Coruña,"1,284",30,0,57,0,0
6021,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,19488,Murcia,"2,271",30,1,168,0,0
6022,M,Si,47,Si,Otros,+20annos,Bajo,4,1977,Generacion X,109688,Teruel,"0,681",80,0,145,0,3
6023,F,Si,55,Si,Artista,+20annos,Alto,2,1969,Generacion X,115412,Lugo,"0,72",50,0,273,0,3
6024,M,No,30,Si,Otros,<10annos,Bajo,1,1994,Millennials,21839,Gerona,"1,238",30,0,315,"0,5",0
6025,M,No,36,No,Funcionario,10-20annos,Bajo,3,1988,Millennials,28691,Pontevedra,"1,445",30,1,219,0,0
6026,F,Si,29,No,Medico,<10annos,Medio,3,1995,Millennials,24603,Tarragona,"1,65",30,1,383,3,0
6028,M,No,50,Si,Otros,+20annos,Bajo,2,1974,Generacion X,78530,Sevilla,"0,974",50,1,204,0,2
6029,M,No,28,Si,Medico,<10annos,Bajo,1,1996,Millennials,24630,Teruel,"1,374",30,0,171,0,0
6030,M,Si,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,29255,Malaga,"0,709",30,0,192,0,0
6031,F,Si,41,Si,Artista,10-20annos,Medio,3,1983,Millennials,79125,Barcelona,"1,422",30,0,526,4,2
6032,F,Si,66,Si,Artista,+20annos,Alto,6,1958,Generacion X,58547,Caceres,"1,737",30,1,219,0,4
6033,F,Si,84,Si,Servicios,+20annos,Alto,2,1940,Generacion Silenciosa,42469,Valladolid,"0,622",50,0,495,3,4
6034,M,Si,52,Si,Medico,+20annos,Medio,4,1972,Generacion X,99255,Ciudad Real,"0,564",80,0,553,4,1
6035,F,Si,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,42770,Vizcaya,"1,424",50,0,483,1,4
6036,M,Si,73,Si,Artista,+20annos,Bajo,4,1951,Generacion X,93808,Barcelona,"15,215",80,0,324,"0,5",1
6037,M,No,22,No,Funcionario,<10annos,Bajo,5,2002,Generacion Z,23320,Teruel,"1,995",30,1,227,0,0
6038,M,Si,44,Si,Artista,+20annos,Medio,3,1980,Generacion X,98023,Gerona,"1,698",30,0,182,0,1
6039,M,No,23,No,Funcionario,<10annos,Bajo,6,2001,Generacion Z,16608,Navarra,"1,926",30,0,56,0,0
6040,F,No,46,No,Medico,+20annos,Bajo,1,1978,Generacion X,84921,La Coruña,"0,681",120,0,350,"0,5",1
6041,M,Si,63,Si,Medico,+20annos,Medio,2,1961,Generacion X,63170,Navarra,"1,424",50,1,339,"0,5",2
6042,M,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,31663,Lugo,"1,961",30,0,500,0,0
6043,F,Si,57,Si,Artista,+20annos,Medio,4,1967,Generacion X,92373,Almeria,"0,681",80,0,34,0,1
6044,M,Si,46,Si,Medico,+20annos,Medio,2,1978,Generacion X,44779,Salamanca,"1,502",50,0,91,0,4
6045,M,No,31,No,Medico,<10annos,Bajo,4,1993,Millennials,28095,Zaragoza,"1,859",30,0,535,4,0
6046,M,Si,47,Si,Artista,+20annos,Medio,3,1977,Generacion X,77793,Valladolid,"1,424",80,1,210,0,2
6047,M,No,33,Si,Medico,10-20annos,Bajo,2,1991,Millennials,20734,Sevilla,"1,813",30,1,153,0,0
6048,M,No,29,No,Funcionario,<10annos,Bajo,6,1995,Millennials,27951,Burgos,"1,581",30,0,147,0,0
6049,M,Si,95,Si,Ejecutivo,+20annos,Alto,2,1929,Generacion Silenciosa,47557,Orense,"0,779",50,1,376,3,4
6050,M,Si,57,Si,Otros,+20annos,Medio,2,1967,Generacion X,129911,Cadiz,"0,72",50,0,238,0,3
6051,F,Si,47,No,Ingeniero,+20annos,Bajo,1,1977,Generacion X,82439,Malaga,"1,052",120,0,84,0,2
6052,M,Si,29,Si,Artista,<10annos,Medio,1,1995,Millennials,19618,Madrid,"10,635",30,0,491,3,0
6053,M,Si,58,Si,Artista,+20annos,Medio,3,1966,Generacion X,110387,Badajoz,"0,759",80,1,125,0,3
6054,M,No,36,Si,Funcionario,10-20annos,Bajo,1,1988,Millennials,24879,Leon,"0,962",30,0,484,3,0
6055,M,Si,28,Si,Funcionario,<10annos,Bajo,2,1996,Millennials,22756,Cordoba,"1,098",30,1,226,0,0
6056,F,Si,61,Si,Artista,+20annos,Bajo,1,1963,Generacion X,86316,Valencia,"0,72",50,0,406,3,1
6057,F,Si,52,Si,Ingeniero,+20annos,Medio,4,1972,Generacion X,112852,Castellon,"1,697",80,0,52,0,3
6058,F,Si,47,No,Ingeniero,+20annos,Medio,1,1977,Generacion X,41846,Jaen,"1,639",30,1,306,"0,5",4
6059,M,No,30,No,Medico,<10annos,Bajo,4,1994,Millennials,27864,Almeria,"1,606",30,0,78,0,0
6060,M,Si,42,Si,Funcionario,+20annos,Medio,4,1982,Millennials,66195,Leon,"2,066",30,1,224,0,2
6061,F,Si,76,Si,Artista,+20annos,Medio,9,1948,Generacion X,64592,Guipuzcoa,"0,896",30,0,599,4,2
6062,M,No,21,No,Medico,<10annos,Bajo,5,2003,Generacion Z,13959,Palencia,"13,395",30,0,535,4,0
6063,F,No,31,No,Negocios/empresa,<10annos,Bajo,2,1993,Millennials,26360,Huesca,"0,778",30,0,342,"0,5",0
6064,M,Si,72,Si,Artista,+20annos,Alto,2,1952,Generacion X,127150,Ceuta,"0,681",50,0,264,0,3
6065,M,Si,36,Si,Artista,10-20annos,Bajo,1,1988,Millennials,21263,Guadalajara,"1,077",30,0,145,0,0
6066,F,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,18129,Teruel,"2,34",30,1,178,0,0
6067,F,Si,28,No,Construccion,<10annos,Medio,3,1996,Millennials,31340,Valladolid,"2,03",30,1,134,0,0
6068,F,No,57,Si,Artista,+20annos,Bajo,2,1967,Generacion X,85415,Vizcaya,"1,091",50,1,109,0,1
6069,F,No,41,Si,Artista,10-20annos,Bajo,2,1983,Millennials,37174,Burgos,"0,939",50,0,562,4,4
6070,M,Si,32,Si,Otros,10-20annos,Bajo,2,1992,Millennials,22167,Caceres,"1,652",30,1,337,"0,5",0
6071,M,No,34,Si,Funcionario,10-20annos,Bajo,3,1990,Millennials,29739,Avila,"1,33",30,1,297,0,0
6072,F,No,40,Si,Negocios/empresa,10-20annos,Bajo,1,1984,Millennials,53076,Tarragona,"0,732",50,0,397,3,4
6073,F,No,80,Si,Artista,+20annos,Bajo,1,1944,Generacion Silenciosa,31747,Madrid,"0,7",30,1,170,0,0
6074,M,Si,56,Si,Artista,+20annos,Bajo,2,1968,Generacion X,70289,La Rioja,"1,072",50,1,209,0,2
